id,insumo_medico_clave,forma_farmaceutica_id,presentacion_id,es_controlado,es_surfactante,concentracion,contenido,cantidad_x_envase,unidad_medida_id,indicaciones,via_administracion_id,dosis,created_at,updated_at,deleted_at
990,060.701.0360,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
991,060.701.0378,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
992,SC-0000151,NULL,102,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
993,SC-0000152,NULL,102,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
994,060.685.0915,NULL,110,0,0,NULL,NULL,250.00,58,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
995,080.855.0164,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
996,060.833.0189,NULL,106,0,0,NULL,NULL,1.00,52,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
997,SC-0000013,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
998,SC-0000012,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
999,060.740.0025,NULL,101,0,0,NULL,NULL,1.00,42,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1000,060.753.0052,NULL,103,0,0,NULL,NULL,200.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1001,060.771.0068,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1002,060.771.0050,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1003,SC-0000011,NULL,102,0,0,NULL,NULL,20.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1004,SC-0000010,NULL,102,0,0,NULL,NULL,20.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1005,SC-0000009,NULL,102,0,0,NULL,NULL,80.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1006,060.800.0014,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1007,060.841.0742,NULL,102,0,0,NULL,NULL,12.00,69,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1008,060.345.3119,NULL,103,0,0,NULL,NULL,1.00,50,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1009,060.345.3127,NULL,103,0,0,NULL,NULL,1.00,50,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1010,060.345.3135,NULL,103,0,0,NULL,NULL,1.00,50,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1011,060.345.3143,NULL,103,0,0,NULL,NULL,1.00,50,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1012,SC-0000008,NULL,103,0,0,NULL,NULL,1.00,50,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1013,060.066.0880,NULL,102,0,0,NULL,NULL,6.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1014,060.833.0353,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1015,060.066.1003,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1016,060.833.0197,NULL,105,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1017,070.817.0543,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1018,070.426.0017,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1019,060.819.0021,NULL,101,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1020,060.168.1752,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1021,060.168.6595,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1022,060.168.6611,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1023,060.168.6637,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1024,060.168.6652,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1025,060.168.6678,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1026,060.168.8302,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1027,060.168.8310,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1028,060.168.8328,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1029,060.167.4922,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1030,060.167.4930,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1031,060.167.4948,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1032,SC-0000153,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1033,SC-0000154,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1034,SC-0000155,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1035,SC-0000156,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1036,060.168.4277,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1037,060.168.9896,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1038,060.168.9904,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1039,060.168.4418,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1040,060.168.9268,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1041,060.167.8089,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1042,060.168.9243,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1043,060.168.0077,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1044,060.168.0085,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1045,060.168.9417,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1046,060.168.9425,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1047,060.168.9433,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1048,060.168.9441,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1049,060.167.8121,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1050,060.167.8139,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1051,060.167.8147,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1052,060.167.8154,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1053,060.168.3311,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1054,060.168.9631,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1055,060.168.9649,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1056,060.168.9615,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1057,060.168.9623,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1058,060.168.9599,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1059,060.168.9607,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1060,060.168.9482,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1061,060.168.9730,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1062,060.168.9748,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1063,060.168.9755,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1064,060.168.9763,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1065,060.168.9771,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1066,060.168.9789,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1067,060.168.9797,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1068,060.168.9805,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1069,060.168.9813,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1070,060.168.9821,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1071,060.168.9656,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1072,060.168.9672,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1073,060.168.9664,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1074,060.168.9870,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1075,060.166.0657,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1076,060.166.0640,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1077,060.168.6413,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1078,060.168.6439,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1079,060.168.6454,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1080,060.168.6512,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1081,060.837.0011,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1082,060.841.4462,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1083,060.841.2565,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1084,060.841.4470,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1085,060.841.4447,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1086,060.841.0551,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1087,060.841.0569,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1088,060.841.3282,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1089,SC-0000007,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1090,060.841.2623,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1091,060.841.4371,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1092,060.841.1393,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1093,060.841.4264,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1094,060.841.7317,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1095,060.841.4231,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1096,060.841.4249,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1097,SC-0000006,NULL,103,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1098,SC-0000005,NULL,103,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1099,SC-0000004,NULL,103,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1100,SC-0000002,NULL,103,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1101,SC-0000003,NULL,111,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1102,SC-0000001,NULL,102,0,0,NULL,NULL,12.00,69,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1103,060.841.1955,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1104,060.841.0627,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1105,060.841.0619,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1106,060.841.0775,NULL,102,0,0,NULL,NULL,12.00,69,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1107,060.841.0767,NULL,102,0,0,NULL,NULL,12.00,57,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1108,060.841.1948,NULL,102,0,0,NULL,NULL,12.00,69,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1109,060.841.0643,NULL,102,0,0,NULL,NULL,12.00,69,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1110,060.841.0833,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1111,060.841.0882,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1112,060.841.0890,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1113,060.841.0866,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1114,060.841.0916,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1115,060.841.0031,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1116,060.841.0924,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1117,060.841.0395,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1118,060.841.0445,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1119,060.841.0486,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1120,060.841.0478,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1121,060.841.0460,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1122,060.841.0197,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1123,060.841.3894,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1124,060.841.2268,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1125,060.841.0858,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1126,060.841.0973,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1127,060.841.0221,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1128,060.841.0205,NULL,102,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1129,060.859.0501,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1130,060.859.0550,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1131,060.859.0097,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1132,060.859.0519,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1133,060.869.0251,NULL,112,0,0,NULL,NULL,4.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1134,060.869.0103,NULL,112,0,0,NULL,NULL,24.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1135,060.869.0152,NULL,112,0,0,NULL,NULL,12.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1136,060.869.0202,NULL,112,0,0,NULL,NULL,6.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1137,060.879.0143,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1138,060.879.0150,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1139,080.889.2533,NULL,103,0,0,NULL,NULL,50.00,72,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1140,SC-0000161,NULL,102,0,0,NULL,NULL,50.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1141,060.889.0208,NULL,103,0,0,NULL,NULL,150.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1142,SC-0000160,NULL,112,0,0,NULL,NULL,100.00,72,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1143,060.894.0052,NULL,98,0,0,NULL,NULL,100.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1144,060.168.2594,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1145,060.168.1356,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1146,060.168.2214,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1147,060.168.2446,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1148,060.168.2495,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1149,060.168.2511,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1150,060.168.2529,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1151,060.168.2537,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1152,060.168.2552,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1153,060.168.2560,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1154,060.168.2578,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1155,060.168.5456,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1156,060.167.8238,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1157,060.168.1455,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1158,060.168.5340,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1159,060.168.5365,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1160,060.168.5381,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1161,060.168.5399,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1162,060.168.5407,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1163,060.167.8220,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1164,080.909.0129,NULL,112,0,0,NULL,NULL,NULL,73,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1165,060.908.0924,NULL,102,0,0,NULL,NULL,10.00,8,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1166,060.908.0114,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1167,060.908.0122,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1168,060.908.0130,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1169,060.908.0015,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1170,060.908.0890,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1171,060.932.6681,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1172,060.932.2797,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1173,060.932.2649,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1174,060.939.0059,NULL,103,0,0,NULL,NULL,1.00,1,NULL,1,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
